SURVEYR,descrip_E,QUESTION,TITLE_E,ANSWER1,Strongly Agree,ANSWER2,Somewhat Agree,ANSWER3,Neither Agree Nor Disagree,ANSWER4,Somewhat Disagree,ANSWER5,Strongly Disagree,ANSWER6,Don't Know,ANSWER7,Not Applicable
2020,Health Canada,Q61f,Question 61f. Why did you not file a grievance or formal complaint about the harassment you experienced? The individual left or changed jobs.,twelve percent voted for ,"Yes, the reason was: The individual left or changed jobs..",eighty eight percent voted for ,"No, the reason was not: The individual left or changed jobs.",,,,,,,,,,
2019,Public Service,Q61f,Question 61f. Why did you not file a grievance or formal complaint about the harassment you experienced? The individual left or changed jobs.,nine percent voted for ,"Yes, the reason was: The individual left or changed jobs..",ninety one percent voted for ,"No, the reason was not: The individual left or changed jobs.",,,,,,,,,,
2019,Health Canada,Q61f,Question 61f. Why did you not file a grievance or formal complaint about the harassment you experienced? The individual left or changed jobs.,nine percent voted for ,"Yes, the reason was: The individual left or changed jobs..",ninety one percent voted for ,"No, the reason was not: The individual left or changed jobs.",,,,,,,,,,
2018,Public Service,Q61f,Question 61f. Why did you not file a grievance or formal complaint about the harassment you experienced? The individual left or changed jobs.,nine percent voted for ,"Yes, the reason was: The individual left or changed jobs..",ninety one percent voted for ,"No, the reason was not: The individual left or changed jobs.",,,,,,,,,,
2018,Health Canada,Q61f,Question 61f. Why did you not file a grievance or formal complaint about the harassment you experienced? The individual left or changed jobs.,six percent voted for ,"Yes, the reason was: The individual left or changed jobs..",ninety four percent voted for ,"No, the reason was not: The individual left or changed jobs.",,,,,,,,,,
2022,Public Service,Q61g,Question 61g. Why did you not file a grievance or formal complaint about the harassment you experienced? I changed jobs.,ten percent voted for ,"Yes, the reason was: I changed jobs..",ninety percent voted for ,"No, the reason was not: I changed jobs.",,,,,,,,,,
2022,Health Canada,Q61g,Question 61g. Why did you not file a grievance or formal complaint about the harassment you experienced? I changed jobs.,ten percent voted for ,"Yes, the reason was: I changed jobs..",ninety percent voted for ,"No, the reason was not: I changed jobs.",,,,,,,,,,
2020,Public Service,Q61g,Question 61g. Why did you not file a grievance or formal complaint about the harassment you experienced? I changed jobs.,nine percent voted for ,"Yes, the reason was: I changed jobs..",ninety one percent voted for ,"No, the reason was not: I changed jobs.",,,,,,,,,,
2020,Health Canada,Q61g,Question 61g. Why did you not file a grievance or formal complaint about the harassment you experienced? I changed jobs.,thirteen percent voted for ,"Yes, the reason was: I changed jobs..",eighty seven percent voted for ,"No, the reason was not: I changed jobs.",,,,,,,,,,
2019,Public Service,Q61g,Question 61g. Why did you not file a grievance or formal complaint about the harassment you experienced? I changed jobs.,ten percent voted for ,"Yes, the reason was: I changed jobs..",ninety percent voted for ,"No, the reason was not: I changed jobs.",,,,,,,,,,
2019,Health Canada,Q61g,Question 61g. Why did you not file a grievance or formal complaint about the harassment you experienced? I changed jobs.,fourteen percent voted for ,"Yes, the reason was: I changed jobs..",eighty six percent voted for ,"No, the reason was not: I changed jobs.",,,,,,,,,,
2018,Public Service,Q61g,Question 61g. Why did you not file a grievance or formal complaint about the harassment you experienced? I changed jobs.,ten percent voted for ,"Yes, the reason was: I changed jobs..",ninety percent voted for ,"No, the reason was not: I changed jobs.",,,,,,,,,,
2018,Health Canada,Q61g,Question 61g. Why did you not file a grievance or formal complaint about the harassment you experienced? I changed jobs.,sixteen percent voted for ,"Yes, the reason was: I changed jobs..",eighty four percent voted for ,"No, the reason was not: I changed jobs.",,,,,,,,,,
2022,Public Service,Q61h,"Question 61h. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not know what to do, where to go or whom to ask.",fourteen percent voted for ,"Yes, the reason was: I did not know what to do, where to go or whom to ask.",eighty six percent voted for ,"No, the reason was not: I did not know what to do, where to go or whom to ask.",,,,,,,,,,
2022,Health Canada,Q61h,"Question 61h. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not know what to do, where to go or whom to ask.",sixteen percent voted for ,"Yes, the reason was: I did not know what to do, where to go or whom to ask.",eighty four percent voted for ,"No, the reason was not: I did not know what to do, where to go or whom to ask.",,,,,,,,,,
2020,Public Service,Q61h,"Question 61h. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not know what to do, where to go or whom to ask.",thirteen percent voted for ,"Yes, the reason was: I did not know what to do, where to go or whom to ask.",eighty seven percent voted for ,"No, the reason was not: I did not know what to do, where to go or whom to ask.",,,,,,,,,,
2020,Health Canada,Q61h,"Question 61h. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not know what to do, where to go or whom to ask.",ten percent voted for ,"Yes, the reason was: I did not know what to do, where to go or whom to ask.",ninety percent voted for ,"No, the reason was not: I did not know what to do, where to go or whom to ask.",,,,,,,,,,
2019,Public Service,Q61h,"Question 61h. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not know what to do, where to go or whom to ask.",twelve percent voted for ,"Yes, the reason was: I did not know what to do, where to go or whom to ask.",eighty eight percent voted for ,"No, the reason was not: I did not know what to do, where to go or whom to ask.",,,,,,,,,,
2019,Health Canada,Q61h,"Question 61h. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not know what to do, where to go or whom to ask.",eleven percent voted for ,"Yes, the reason was: I did not know what to do, where to go or whom to ask.",eighty nine percent voted for ,"No, the reason was not: I did not know what to do, where to go or whom to ask.",,,,,,,,,,
2018,Public Service,Q61h,"Question 61h. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not know what to do, where to go or whom to ask.",eleven percent voted for ,"Yes, the reason was: I did not know what to do, where to go or whom to ask.",eighty nine percent voted for ,"No, the reason was not: I did not know what to do, where to go or whom to ask.",,,,,,,,,,
2018,Health Canada,Q61h,"Question 61h. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not know what to do, where to go or whom to ask.",ten percent voted for ,"Yes, the reason was: I did not know what to do, where to go or whom to ask.",ninety percent voted for ,"No, the reason was not: I did not know what to do, where to go or whom to ask.",,,,,,,,,,
2022,Public Service,Q61i,Question 61i. Why did you not file a grievance or formal complaint about the harassment you experienced? I was too distraught.,thirteen percent voted for ,"Yes, the reason was: I was too distraught.",eighty seven percent voted for ,"No, the reason was not: I was too distraught.",,,,,,,,,,
2022,Health Canada,Q61i,Question 61i. Why did you not file a grievance or formal complaint about the harassment you experienced? I was too distraught.,sixteen percent voted for ,"Yes, the reason was: I was too distraught.",eighty four percent voted for ,"No, the reason was not: I was too distraught.",,,,,,,,,,
2020,Public Service,Q61i,Question 61i. Why did you not file a grievance or formal complaint about the harassment you experienced? I was too distraught.,fourteen percent voted for ,"Yes, the reason was: I was too distraught.",eighty six percent voted for ,"No, the reason was not: I was too distraught.",,,,,,,,,,
2020,Health Canada,Q61i,Question 61i. Why did you not file a grievance or formal complaint about the harassment you experienced? I was too distraught.,fourteen percent voted for ,"Yes, the reason was: I was too distraught.",eighty six percent voted for ,"No, the reason was not: I was too distraught.",,,,,,,,,,
2019,Public Service,Q61i,Question 61i. Why did you not file a grievance or formal complaint about the harassment you experienced? I was too distraught.,thirteen percent voted for ,"Yes, the reason was: I was too distraught.",eighty seven percent voted for ,"No, the reason was not: I was too distraught.",,,,,,,,,,
2019,Health Canada,Q61i,Question 61i. Why did you not file a grievance or formal complaint about the harassment you experienced? I was too distraught.,fourteen percent voted for ,"Yes, the reason was: I was too distraught.",eighty six percent voted for ,"No, the reason was not: I was too distraught.",,,,,,,,,,
2018,Public Service,Q61i,Question 61i. Why did you not file a grievance or formal complaint about the harassment you experienced? I was too distraught.,twelve percent voted for ,"Yes, the reason was: I was too distraught.",eighty eight percent voted for ,"No, the reason was not: I was too distraught.",,,,,,,,,,
2018,Health Canada,Q61i,Question 61i. Why did you not file a grievance or formal complaint about the harassment you experienced? I was too distraught.,twelve percent voted for ,"Yes, the reason was: I was too distraught.",eighty eight percent voted for ,"No, the reason was not: I was too distraught.",,,,,,,,,,
2022,Public Service,Q61j,"Question 61j. Why did you not file a grievance or formal complaint about the harassment you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",twenty nine percent voted for ,"Yes, the reason was: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",seventy one percent voted for ,"No, the reason was not: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",,,,,,,,,,
2022,Health Canada,Q61j,"Question 61j. Why did you not file a grievance or formal complaint about the harassment you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",thirty one percent voted for ,"Yes, the reason was: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",sixty nine percent voted for ,"No, the reason was not: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",,,,,,,,,,
2020,Public Service,Q61j,"Question 61j. Why did you not file a grievance or formal complaint about the harassment you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",thirty two percent voted for ,"Yes, the reason was: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",sixty eight percent voted for ,"No, the reason was not: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",,,,,,,,,,
2020,Health Canada,Q61j,"Question 61j. Why did you not file a grievance or formal complaint about the harassment you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",thirty four percent voted for ,"Yes, the reason was: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",sixty six percent voted for ,"No, the reason was not: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",,,,,,,,,,
2019,Public Service,Q61j,"Question 61j. Why did you not file a grievance or formal complaint about the harassment you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",thirty two percent voted for ,"Yes, the reason was: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",sixty eight percent voted for ,"No, the reason was not: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",,,,,,,,,,
2019,Health Canada,Q61j,"Question 61j. Why did you not file a grievance or formal complaint about the harassment you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",twenty eight percent voted for ,"Yes, the reason was: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",seventy two percent voted for ,"No, the reason was not: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",,,,,,,,,,
2018,Public Service,Q61j,"Question 61j. Why did you not file a grievance or formal complaint about the harassment you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",thirty percent voted for ,"Yes, the reason was: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",seventy percent voted for ,"No, the reason was not: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",,,,,,,,,,
2018,Health Canada,Q61j,"Question 61j. Why did you not file a grievance or formal complaint about the harassment you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",thirty percent voted for ,"Yes, the reason was: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",seventy percent voted for ,"No, the reason was not: I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).",,,,,,,,,,
2022,Public Service,Q61k,Question 61k. Why did you not file a grievance or formal complaint about the harassment you experienced? I was advised against filing a complaint.,eight percent voted for ,"Yes, the reason was: I was advised against filing a complaint.",ninety two percent voted for ,"No, the reason was not: I was advised against filing a complaint.",,,,,,,,,,
2022,Health Canada,Q61k,Question 61k. Why did you not file a grievance or formal complaint about the harassment you experienced? I was advised against filing a complaint.,nine percent voted for ,"Yes, the reason was: I was advised against filing a complaint.",ninety one percent voted for ,"No, the reason was not: I was advised against filing a complaint.",,,,,,,,,,
2020,Public Service,Q61k,Question 61k. Why did you not file a grievance or formal complaint about the harassment you experienced? I was advised against filing a complaint.,ten percent voted for ,"Yes, the reason was: I was advised against filing a complaint.",ninety percent voted for ,"No, the reason was not: I was advised against filing a complaint.",,,,,,,,,,
2020,Health Canada,Q61k,Question 61k. Why did you not file a grievance or formal complaint about the harassment you experienced? I was advised against filing a complaint.,ten percent voted for ,"Yes, the reason was: I was advised against filing a complaint.",ninety percent voted for ,"No, the reason was not: I was advised against filing a complaint.",,,,,,,,,,
2019,Public Service,Q61k,Question 61k. Why did you not file a grievance or formal complaint about the harassment you experienced? I was advised against filing a complaint.,ten percent voted for ,"Yes, the reason was: I was advised against filing a complaint.",ninety percent voted for ,"No, the reason was not: I was advised against filing a complaint.",,,,,,,,,,
2019,Health Canada,Q61k,Question 61k. Why did you not file a grievance or formal complaint about the harassment you experienced? I was advised against filing a complaint.,seven percent voted for ,"Yes, the reason was: I was advised against filing a complaint.",ninety three percent voted for ,"No, the reason was not: I was advised against filing a complaint.",,,,,,,,,,
2018,Public Service,Q61k,Question 61k. Why did you not file a grievance or formal complaint about the harassment you experienced? I was advised against filing a complaint.,nine percent voted for ,"Yes, the reason was: I was advised against filing a complaint.",ninety one percent voted for ,"No, the reason was not: I was advised against filing a complaint.",,,,,,,,,,
2018,Health Canada,Q61k,Question 61k. Why did you not file a grievance or formal complaint about the harassment you experienced? I was advised against filing a complaint.,seven percent voted for ,"Yes, the reason was: I was advised against filing a complaint.",ninety three percent voted for ,"No, the reason was not: I was advised against filing a complaint.",,,,,,,,,,
2022,Public Service,Q61l,"Question 61l. Why did you not file a grievance or formal complaint about the harassment you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",forty five percent voted for ,"Yes, the reason was: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty five percent voted for ,"No, the reason was not: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",,,,,,,,,,
2022,Health Canada,Q61l,"Question 61l. Why did you not file a grievance or formal complaint about the harassment you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",forty eight percent voted for ,"Yes, the reason was: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty two percent voted for ,"No, the reason was not: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",,,,,,,,,,
2020,Public Service,Q61l,"Question 61l. Why did you not file a grievance or formal complaint about the harassment you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",forty nine percent voted for ,"Yes, the reason was: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty one percent voted for ,"No, the reason was not: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",,,,,,,,,,
2020,Health Canada,Q61l,"Question 61l. Why did you not file a grievance or formal complaint about the harassment you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",forty seven percent voted for ,"Yes, the reason was: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty three percent voted for ,"No, the reason was not: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",,,,,,,,,,
2019,Public Service,Q61l,"Question 61l. Why did you not file a grievance or formal complaint about the harassment you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",forty eight percent voted for ,"Yes, the reason was: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty two percent voted for ,"No, the reason was not: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",,,,,,,,,,
2019,Health Canada,Q61l,"Question 61l. Why did you not file a grievance or formal complaint about the harassment you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",forty four percent voted for ,"Yes, the reason was: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty six percent voted for ,"No, the reason was not: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",,,,,,,,,,
2018,Public Service,Q61l,"Question 61l. Why did you not file a grievance or formal complaint about the harassment you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",forty seven percent voted for ,"Yes, the reason was: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty three percent voted for ,"No, the reason was not: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",,,,,,,,,,
2018,Health Canada,Q61l,"Question 61l. Why did you not file a grievance or formal complaint about the harassment you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty percent voted for ,"Yes, the reason was: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",fifty percent voted for ,"No, the reason was not: I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).",,,,,,,,,,
2022,Public Service,Q61m,Question 61m. Why did you not file a grievance or formal complaint about the harassment you experienced? Someone threatened me.,two percent voted for ,"Yes, the reason was: Someone threatened me.",ninety eight percent voted for ,"No, the reason was not: Someone threatened me.",,,,,,,,,,
2022,Health Canada,Q61m,Question 61m. Why did you not file a grievance or formal complaint about the harassment you experienced? Someone threatened me.,two percent voted for ,"Yes, the reason was: Someone threatened me.",ninety eight percent voted for ,"No, the reason was not: Someone threatened me.",,,,,,,,,,
2020,Public Service,Q61m,Question 61m. Why did you not file a grievance or formal complaint about the harassment you experienced? Someone threatened me.,two percent voted for ,"Yes, the reason was: Someone threatened me.",ninety eight percent voted for ,"No, the reason was not: Someone threatened me.",,,,,,,,,,
2020,Health Canada,Q61m,Question 61m. Why did you not file a grievance or formal complaint about the harassment you experienced? Someone threatened me.,two percent voted for ,"Yes, the reason was: Someone threatened me.",ninety eight percent voted for ,"No, the reason was not: Someone threatened me.",,,,,,,,,,
2019,Public Service,Q61m,Question 61m. Why did you not file a grievance or formal complaint about the harassment you experienced? Someone threatened me.,two percent voted for ,"Yes, the reason was: Someone threatened me.",ninety eight percent voted for ,"No, the reason was not: Someone threatened me.",,,,,,,,,,
2019,Health Canada,Q61m,Question 61m. Why did you not file a grievance or formal complaint about the harassment you experienced? Someone threatened me.,one percent voted for ,"Yes, the reason was: Someone threatened me.",ninety nine percent voted for ,"No, the reason was not: Someone threatened me.",,,,,,,,,,
2018,Public Service,Q61m,Question 61m. Why did you not file a grievance or formal complaint about the harassment you experienced? Someone threatened me.,two percent voted for ,"Yes, the reason was: Someone threatened me.",ninety eight percent voted for ,"No, the reason was not: Someone threatened me.",,,,,,,,,,
2018,Health Canada,Q61m,Question 61m. Why did you not file a grievance or formal complaint about the harassment you experienced? Someone threatened me.,one percent voted for ,"Yes, the reason was: Someone threatened me.",ninety nine percent voted for ,"No, the reason was not: Someone threatened me.",,,,,,,,,,
2022,Public Service,Q61n,Question 61n. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not believe it would make a difference.,fifty six percent voted for ,"Yes, the reason was: I did not believe it would make a difference.",forty four percent voted for ,"No, the reason was not: I did not believe it would make a difference.",,,,,,,,,,
2022,Health Canada,Q61n,Question 61n. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not believe it would make a difference.,fifty seven percent voted for ,"Yes, the reason was: I did not believe it would make a difference.",forty three percent voted for ,"No, the reason was not: I did not believe it would make a difference.",,,,,,,,,,
2020,Public Service,Q61n,Question 61n. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not believe it would make a difference.,fifty seven percent voted for ,"Yes, the reason was: I did not believe it would make a difference.",forty three percent voted for ,"No, the reason was not: I did not believe it would make a difference.",,,,,,,,,,
2020,Health Canada,Q61n,Question 61n. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not believe it would make a difference.,fifty five percent voted for ,"Yes, the reason was: I did not believe it would make a difference.",forty five percent voted for ,"No, the reason was not: I did not believe it would make a difference.",,,,,,,,,,
2019,Public Service,Q61n,Question 61n. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not believe it would make a difference.,fifty six percent voted for ,"Yes, the reason was: I did not believe it would make a difference.",forty four percent voted for ,"No, the reason was not: I did not believe it would make a difference.",,,,,,,,,,
2019,Health Canada,Q61n,Question 61n. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not believe it would make a difference.,fifty three percent voted for ,"Yes, the reason was: I did not believe it would make a difference.",forty seven percent voted for ,"No, the reason was not: I did not believe it would make a difference.",,,,,,,,,,
2018,Public Service,Q61n,Question 61n. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not believe it would make a difference.,fifty six percent voted for ,"Yes, the reason was: I did not believe it would make a difference.",forty four percent voted for ,"No, the reason was not: I did not believe it would make a difference.",,,,,,,,,,
2018,Health Canada,Q61n,Question 61n. Why did you not file a grievance or formal complaint about the harassment you experienced? I did not believe it would make a difference.,fifty five percent voted for ,"Yes, the reason was: I did not believe it would make a difference.",forty five percent voted for ,"No, the reason was not: I did not believe it would make a difference.",,,,,,,,,,
2022,Public Service,Q61o,Question 61o. Why did you not file a grievance or formal complaint about the harassment you experienced? The time limit to file a grievance or a formal complaint had passed.,two percent voted for ,"Yes, the reason was: The time limit to file a grievance or a formal complaint had passed.",ninety eight percent voted for ,"No, the reason was not: The time limit to file a grievance or a formal complaint had passed.",,,,,,,,,,
2022,Health Canada,Q61o,Question 61o. Why did you not file a grievance or formal complaint about the harassment you experienced? The time limit to file a grievance or a formal complaint had passed.,three percent voted for ,"Yes, the reason was: The time limit to file a grievance or a formal complaint had passed.",ninety seven percent voted for ,"No, the reason was not: The time limit to file a grievance or a formal complaint had passed.",,,,,,,,,,
2022,Public Service,Q61p,Question 61p. Why did you not file a grievance or formal complaint about the harassment you experienced? Other,sixteen percent voted for ,"Yes, the reason was: Other reason.",eighty four percent voted for ,"No, the reason was not: Other reason.",,,,,,,,,,
2022,Health Canada,Q61p,Question 61p. Why did you not file a grievance or formal complaint about the harassment you experienced? Other,fourteen percent voted for ,"Yes, the reason was: Other reason.",eighty six percent voted for ,"No, the reason was not: Other reason.",,,,,,,,,,
2020,Public Service,Q61p,Question 61p. Why did you not file a grievance or formal complaint about the harassment you experienced? Other,fourteen percent voted for ,"Yes, the reason was: Other reason.",eighty six percent voted for ,"No, the reason was not: Other reason.",,,,,,,,,,
2020,Health Canada,Q61p,Question 61p. Why did you not file a grievance or formal complaint about the harassment you experienced? Other,fourteen percent voted for ,"Yes, the reason was: Other reason.",eighty six percent voted for ,"No, the reason was not: Other reason.",,,,,,,,,,
2019,Public Service,Q61p,Question 61p. Why did you not file a grievance or formal complaint about the harassment you experienced? Other,thirteen percent voted for ,"Yes, the reason was: Other reason.",eighty seven percent voted for ,"No, the reason was not: Other reason.",,,,,,,,,,
2019,Health Canada,Q61p,Question 61p. Why did you not file a grievance or formal complaint about the harassment you experienced? Other,twelve percent voted for ,"Yes, the reason was: Other reason.",eighty eight percent voted for ,"No, the reason was not: Other reason.",,,,,,,,,,
2018,Public Service,Q61p,Question 61p. Why did you not file a grievance or formal complaint about the harassment you experienced? Other,thirteen percent voted for ,"Yes, the reason was: Other reason.",eighty seven percent voted for ,"No, the reason was not: Other reason.",,,,,,,,,,
2018,Health Canada,Q61p,Question 61p. Why did you not file a grievance or formal complaint about the harassment you experienced? Other,thirteen percent voted for ,"Yes, the reason was: Other reason.",eighty seven percent voted for ,"No, the reason was not: Other reason.",,,,,,,,,,
2022,Public Service,Q62,Question 62. I am satisfied with how matters related to harassment are resolved in my department or agency.,sixteen percent voted for ,I am very satisfied with how harassment matters are handled.,fourteen percent voted for ,I am somewhat satisfied with how harassment matters are handled.,thirteen percent voted for ,I feel neutral about how harassment matters are handled.,six percent voted for ,I am somewhat dissatisfied with how harassment matters are handled.,seven percent voted for ,I am very dissatisfied with how harassment matters are handled.,thirty four percent voted for this option.,I am unsure.,ten percent voted for ,This does not apply to me.
2022,Health Canada,Q62,Question 62. I am satisfied with how matters related to harassment are resolved in my department or agency.,twelve percent voted for ,I am very satisfied with how harassment matters are handled.,twelve percent voted for ,I am somewhat satisfied with how harassment matters are handled.,thirteen percent voted for ,I feel neutral about how harassment matters are handled.,five percent voted for ,I am somewhat dissatisfied with how harassment matters are handled.,five percent voted for ,I am very dissatisfied with how harassment matters are handled.,forty percent voted for this option.,I am unsure.,thirteen percent voted for ,This does not apply to me.
2020,Public Service,Q62,Question 62. I am satisfied with how matters related to harassment are resolved in my department or agency.,twenty percent voted for ,I am very satisfied with how harassment matters are handled.,seventeen percent voted for ,I am somewhat satisfied with how harassment matters are handled.,seventeen percent voted for ,I feel neutral about how harassment matters are handled.,seven percent voted for ,I am somewhat dissatisfied with how harassment matters are handled.,six percent voted for ,I am very dissatisfied with how harassment matters are handled.,twenty seven percent voted for this option.,I am unsure.,seven percent voted for ,This does not apply to me.
2020,Health Canada,Q62,Question 62. I am satisfied with how matters related to harassment are resolved in my department or agency.,seventeen percent voted for ,I am very satisfied with how harassment matters are handled.,fourteen percent voted for ,I am somewhat satisfied with how harassment matters are handled.,seventeen percent voted for ,I feel neutral about how harassment matters are handled.,five percent voted for ,I am somewhat dissatisfied with how harassment matters are handled.,three percent voted for ,I am very dissatisfied with how harassment matters are handled.,thirty four percent voted for this option.,I am unsure.,ten percent voted for ,This does not apply to me.
2019,Public Service,Q62,Question 62. I am satisfied with how matters related to harassment are resolved in my department or agency.,eighteen percent voted for ,I am very satisfied with how harassment matters are handled.,seventeen percent voted for ,I am somewhat satisfied with how harassment matters are handled.,nineteen percent voted for ,I feel neutral about how harassment matters are handled.,eight percent voted for ,I am somewhat dissatisfied with how harassment matters are handled.,eight percent voted for ,I am very dissatisfied with how harassment matters are handled.,twenty three percent voted for this option.,I am unsure.,seven percent voted for ,This does not apply to me.
2019,Health Canada,Q62,Question 62. I am satisfied with how matters related to harassment are resolved in my department or agency.,sixteen percent voted for ,I am very satisfied with how harassment matters are handled.,fourteen percent voted for ,I am somewhat satisfied with how harassment matters are handled.,nineteen percent voted for ,I feel neutral about how harassment matters are handled.,seven percent voted for ,I am somewhat dissatisfied with how harassment matters are handled.,six percent voted for ,I am very dissatisfied with how harassment matters are handled.,twenty nine percent voted for this option.,I am unsure.,nine percent voted for ,This does not apply to me.
2018,Public Service,Q62,Question 62. I am satisfied with how matters related to harassment are resolved in my department or agency.,sixteen percent voted for ,I am very satisfied with how harassment matters are handled.,nineteen percent voted for ,I am somewhat satisfied with how harassment matters are handled.,twenty one percent voted for ,I feel neutral about how harassment matters are handled.,eight percent voted for ,I am somewhat dissatisfied with how harassment matters are handled.,eight percent voted for ,I am very dissatisfied with how harassment matters are handled.,twenty three percent voted for this option.,I am unsure.,five percent voted for ,This does not apply to me.
2018,Health Canada,Q62,Question 62. I am satisfied with how matters related to harassment are resolved in my department or agency.,fifteen percent voted for ,I am very satisfied with how harassment matters are handled.,fifteen percent voted for ,I am somewhat satisfied with how harassment matters are handled.,nineteen percent voted for ,I feel neutral about how harassment matters are handled.,six percent voted for ,I am somewhat dissatisfied with how harassment matters are handled.,five percent voted for ,I am very dissatisfied with how harassment matters are handled.,thirty percent voted for this option.,I am unsure.,nine percent voted for ,This does not apply to me.
2022,Public Service,Q63,Question 63. My department or agency works hard to create a workplace that prevents harassment.,thirty two percent voted for ,My department makes great efforts to prevent harassment.,thirty percent voted for ,My department tries to prevent harassment.,thirteen percent voted for ,I feel neutral about harassment prevention efforts.,six percent voted for ,My department does not do enough to prevent harassment.,five percent voted for ,My department does not work to prevent harassment at all.,twelve percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2022,Health Canada,Q63,Question 63. My department or agency works hard to create a workplace that prevents harassment.,thirty percent voted for ,My department makes great efforts to prevent harassment.,thirty four percent voted for ,My department tries to prevent harassment.,thirteen percent voted for ,I feel neutral about harassment prevention efforts.,five percent voted for ,My department does not do enough to prevent harassment.,three percent voted for ,My department does not work to prevent harassment at all.,thirteen percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2020,Public Service,Q63,Question 63. My department or agency works hard to create a workplace that prevents harassment.,thirty five percent voted for ,My department makes great efforts to prevent harassment.,twenty nine percent voted for ,My department tries to prevent harassment.,fifteen percent voted for ,I feel neutral about harassment prevention efforts.,six percent voted for ,My department does not do enough to prevent harassment.,five percent voted for ,My department does not work to prevent harassment at all.,eight percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
