SURVEYR,descrip_E,QUESTION,TITLE_E,ANSWER1,Strongly Agree,ANSWER2,Somewhat Agree,ANSWER3,Neither Agree Nor Disagree,ANSWER4,Somewhat Disagree,ANSWER5,Strongly Disagree,ANSWER6,Don't Know,ANSWER7,Not Applicable,Combined_Text,Cleaned_Text,Polarity_Score,percent_answer1,percent_answer2,percent_answer3,percent_answer4,percent_answer5,Weighted_Score,Weighted_Score_Norm,Hybrid_Score,Hybrid_Sentiment
2018,Public Service,Q66k,"Question 66k. Please indicate the type of discrimination you experienced. Genetic characteristics (including a requirement to undergo a genetic test, or disclose the results of a genetic test)",one percent voted for ,"Yes, I experienced discrimination based on Genetic characteristics (including a requirement to undergo a genetic test, or disclose the results of a genetic test).",ninety nine percent voted for ,"No, I did not experience discrimination based on Genetic characteristics (including a requirement to undergo a genetic test, or disclose the results of a genetic test).",,,,,,,,,,,"Q66k Question 66k. Please indicate the type of discrimination you experienced. Genetic characteristics (including a requirement to undergo a genetic test, or disclose the results of a genetic test) one percent voted for  Yes, I experienced discrimination based on Genetic characteristics (including a requirement to undergo a genetic test, or disclose the results of a genetic test). ninety nine percent voted for  No, I did not experience discrimination based on Genetic characteristics (including a requirement to undergo a genetic test, or disclose the results of a genetic test). nan nan nan nan nan nan",q66k question 66k please indicate type discrimination experience genetic characteristics include requirement undergo genetic test disclose result genetic test one percent vote yes experience discrimination base genetic characteristics include requirement undergo genetic test disclose result genetic test ninety nine percent vote experience discrimination base genetic characteristics include requirement undergo genetic test disclose result genetic test nan nan nan nan nan nan,-0.8,1,0,0,0,0,2,-0.330769231,-0.471538462,Negative
2022,Public Service,Q66l,Question 66l. Please indicate the type of discrimination you experienced. Disability,nineteen percent voted for ,"Yes, I experienced discrimination based on Disability.",eighty one percent voted for ,"No, I did not experience discrimination based on Disability.",,,,,,,,,,,"Q66l Question 66l. Please indicate the type of discrimination you experienced. Disability nineteen percent voted for  Yes, I experienced discrimination based on Disability. eighty one percent voted for  No, I did not experience discrimination based on Disability. nan nan nan nan nan nan",q66l question 66l please indicate type discrimination experience disability nineteen percent vote yes experience discrimination base disability eighty one percent vote experience discrimination base disability nan nan nan nan nan nan,-0.8,19,0,0,0,0,38,-0.053846154,-0.277692308,Negative
2022,Health Canada,Q66l,Question 66l. Please indicate the type of discrimination you experienced. Disability,seventeen percent voted for ,"Yes, I experienced discrimination based on Disability.",eighty three percent voted for ,"No, I did not experience discrimination based on Disability.",,,,,,,,,,,"Q66l Question 66l. Please indicate the type of discrimination you experienced. Disability seventeen percent voted for  Yes, I experienced discrimination based on Disability. eighty three percent voted for  No, I did not experience discrimination based on Disability. nan nan nan nan nan nan",q66l question 66l please indicate type discrimination experience disability seventeen percent vote yes experience discrimination base disability eighty three percent vote experience discrimination base disability nan nan nan nan nan nan,-0.8,17,0,0,0,0,34,-0.084615385,-0.299230769,Negative
2020,Public Service,Q66l,Question 66l. Please indicate the type of discrimination you experienced. Disability,sixteen percent voted for ,"Yes, I experienced discrimination based on Disability.",eighty four percent voted for ,"No, I did not experience discrimination based on Disability.",,,,,,,,,,,"Q66l Question 66l. Please indicate the type of discrimination you experienced. Disability sixteen percent voted for  Yes, I experienced discrimination based on Disability. eighty four percent voted for  No, I did not experience discrimination based on Disability. nan nan nan nan nan nan",q66l question 66l please indicate type discrimination experience disability sixteen percent vote yes experience discrimination base disability eighty four percent vote experience discrimination base disability nan nan nan nan nan nan,-0.8,16,0,0,0,0,32,-0.1,-0.31,Negative
2020,Health Canada,Q66l,Question 66l. Please indicate the type of discrimination you experienced. Disability,eighteen percent voted for ,"Yes, I experienced discrimination based on Disability.",eighty two percent voted for ,"No, I did not experience discrimination based on Disability.",,,,,,,,,,,"Q66l Question 66l. Please indicate the type of discrimination you experienced. Disability eighteen percent voted for  Yes, I experienced discrimination based on Disability. eighty two percent voted for  No, I did not experience discrimination based on Disability. nan nan nan nan nan nan",q66l question 66l please indicate type discrimination experience disability eighteen percent vote yes experience discrimination base disability eighty two percent vote experience discrimination base disability nan nan nan nan nan nan,-0.8,18,0,0,0,0,36,-0.069230769,-0.288461538,Negative
2019,Public Service,Q66l,Question 66l. Please indicate the type of discrimination you experienced. Disability,seventeen percent voted for ,"Yes, I experienced discrimination based on Disability.",eighty three percent voted for ,"No, I did not experience discrimination based on Disability.",,,,,,,,,,,"Q66l Question 66l. Please indicate the type of discrimination you experienced. Disability seventeen percent voted for  Yes, I experienced discrimination based on Disability. eighty three percent voted for  No, I did not experience discrimination based on Disability. nan nan nan nan nan nan",q66l question 66l please indicate type discrimination experience disability seventeen percent vote yes experience discrimination base disability eighty three percent vote experience discrimination base disability nan nan nan nan nan nan,-0.8,17,0,0,0,0,34,-0.084615385,-0.299230769,Negative
2019,Health Canada,Q66l,Question 66l. Please indicate the type of discrimination you experienced. Disability,sixteen percent voted for ,"Yes, I experienced discrimination based on Disability.",eighty four percent voted for ,"No, I did not experience discrimination based on Disability.",,,,,,,,,,,"Q66l Question 66l. Please indicate the type of discrimination you experienced. Disability sixteen percent voted for  Yes, I experienced discrimination based on Disability. eighty four percent voted for  No, I did not experience discrimination based on Disability. nan nan nan nan nan nan",q66l question 66l please indicate type discrimination experience disability sixteen percent vote yes experience discrimination base disability eighty four percent vote experience discrimination base disability nan nan nan nan nan nan,-0.8,16,0,0,0,0,32,-0.1,-0.31,Negative
2018,Public Service,Q66l,Question 66l. Please indicate the type of discrimination you experienced. Disability,seventeen percent voted for ,"Yes, I experienced discrimination based on Disability.",eighty three percent voted for ,"No, I did not experience discrimination based on Disability.",,,,,,,,,,,"Q66l Question 66l. Please indicate the type of discrimination you experienced. Disability seventeen percent voted for  Yes, I experienced discrimination based on Disability. eighty three percent voted for  No, I did not experience discrimination based on Disability. nan nan nan nan nan nan",q66l question 66l please indicate type discrimination experience disability seventeen percent vote yes experience discrimination base disability eighty three percent vote experience discrimination base disability nan nan nan nan nan nan,-0.8,17,0,0,0,0,34,-0.084615385,-0.299230769,Negative
2018,Health Canada,Q66l,Question 66l. Please indicate the type of discrimination you experienced. Disability,sixteen percent voted for ,"Yes, I experienced discrimination based on Disability.",eighty four percent voted for ,"No, I did not experience discrimination based on Disability.",,,,,,,,,,,"Q66l Question 66l. Please indicate the type of discrimination you experienced. Disability sixteen percent voted for  Yes, I experienced discrimination based on Disability. eighty four percent voted for  No, I did not experience discrimination based on Disability. nan nan nan nan nan nan",q66l question 66l please indicate type discrimination experience disability sixteen percent vote yes experience discrimination base disability eighty four percent vote experience discrimination base disability nan nan nan nan nan nan,-0.8,16,0,0,0,0,32,-0.1,-0.31,Negative
2022,Public Service,Q66m,Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record,zero percent voted for ,"Yes, I experienced discrimination based on Pardoned conviction or suspended record.",one hundred percent voted for ,"No, I did not experience discrimination based on Pardoned conviction or suspended record.",,,,,,,,,,,"Q66m Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record zero percent voted for  Yes, I experienced discrimination based on Pardoned conviction or suspended record. one hundred percent voted for  No, I did not experience discrimination based on Pardoned conviction or suspended record. nan nan nan nan nan nan",q66m question 66m please indicate type discrimination experience pardon conviction suspend record zero percent vote yes experience discrimination base pardon conviction suspend record one hundred percent vote experience discrimination base pardon conviction suspend record nan nan nan nan nan nan,-0.8,0,0,0,0,0,0,-0.346153846,-0.482307692,Negative
2022,Health Canada,Q66m,Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record,one percent voted for ,"Yes, I experienced discrimination based on Pardoned conviction or suspended record.",ninety nine percent voted for ,"No, I did not experience discrimination based on Pardoned conviction or suspended record.",,,,,,,,,,,"Q66m Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record one percent voted for  Yes, I experienced discrimination based on Pardoned conviction or suspended record. ninety nine percent voted for  No, I did not experience discrimination based on Pardoned conviction or suspended record. nan nan nan nan nan nan",q66m question 66m please indicate type discrimination experience pardon conviction suspend record one percent vote yes experience discrimination base pardon conviction suspend record ninety nine percent vote experience discrimination base pardon conviction suspend record nan nan nan nan nan nan,-0.8,1,0,0,0,0,2,-0.330769231,-0.471538462,Negative
2020,Public Service,Q66m,Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record,zero percent voted for ,"Yes, I experienced discrimination based on Pardoned conviction or suspended record.",one hundred percent voted for ,"No, I did not experience discrimination based on Pardoned conviction or suspended record.",,,,,,,,,,,"Q66m Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record zero percent voted for  Yes, I experienced discrimination based on Pardoned conviction or suspended record. one hundred percent voted for  No, I did not experience discrimination based on Pardoned conviction or suspended record. nan nan nan nan nan nan",q66m question 66m please indicate type discrimination experience pardon conviction suspend record zero percent vote yes experience discrimination base pardon conviction suspend record one hundred percent vote experience discrimination base pardon conviction suspend record nan nan nan nan nan nan,-0.8,0,0,0,0,0,0,-0.346153846,-0.482307692,Negative
2020,Health Canada,Q66m,Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record,zero percent voted for ,"Yes, I experienced discrimination based on Pardoned conviction or suspended record.",one hundred percent voted for ,"No, I did not experience discrimination based on Pardoned conviction or suspended record.",,,,,,,,,,,"Q66m Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record zero percent voted for  Yes, I experienced discrimination based on Pardoned conviction or suspended record. one hundred percent voted for  No, I did not experience discrimination based on Pardoned conviction or suspended record. nan nan nan nan nan nan",q66m question 66m please indicate type discrimination experience pardon conviction suspend record zero percent vote yes experience discrimination base pardon conviction suspend record one hundred percent vote experience discrimination base pardon conviction suspend record nan nan nan nan nan nan,-0.8,0,0,0,0,0,0,-0.346153846,-0.482307692,Negative
2019,Public Service,Q66m,Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record,zero percent voted for ,"Yes, I experienced discrimination based on Pardoned conviction or suspended record.",one hundred percent voted for ,"No, I did not experience discrimination based on Pardoned conviction or suspended record.",,,,,,,,,,,"Q66m Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record zero percent voted for  Yes, I experienced discrimination based on Pardoned conviction or suspended record. one hundred percent voted for  No, I did not experience discrimination based on Pardoned conviction or suspended record. nan nan nan nan nan nan",q66m question 66m please indicate type discrimination experience pardon conviction suspend record zero percent vote yes experience discrimination base pardon conviction suspend record one hundred percent vote experience discrimination base pardon conviction suspend record nan nan nan nan nan nan,-0.8,0,0,0,0,0,0,-0.346153846,-0.482307692,Negative
2019,Health Canada,Q66m,Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record,zero percent voted for ,"Yes, I experienced discrimination based on Pardoned conviction or suspended record.",one hundred percent voted for ,"No, I did not experience discrimination based on Pardoned conviction or suspended record.",,,,,,,,,,,"Q66m Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record zero percent voted for  Yes, I experienced discrimination based on Pardoned conviction or suspended record. one hundred percent voted for  No, I did not experience discrimination based on Pardoned conviction or suspended record. nan nan nan nan nan nan",q66m question 66m please indicate type discrimination experience pardon conviction suspend record zero percent vote yes experience discrimination base pardon conviction suspend record one hundred percent vote experience discrimination base pardon conviction suspend record nan nan nan nan nan nan,-0.8,0,0,0,0,0,0,-0.346153846,-0.482307692,Negative
2018,Public Service,Q66m,Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record,zero percent voted for ,"Yes, I experienced discrimination based on Pardoned conviction or suspended record.",one hundred percent voted for ,"No, I did not experience discrimination based on Pardoned conviction or suspended record.",,,,,,,,,,,"Q66m Question 66m. Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record zero percent voted for  Yes, I experienced discrimination based on Pardoned conviction or suspended record. one hundred percent voted for  No, I did not experience discrimination based on Pardoned conviction or suspended record. nan nan nan nan nan nan",q66m question 66m please indicate type discrimination experience pardon conviction suspend record zero percent vote yes experience discrimination base pardon conviction suspend record one hundred percent vote experience discrimination base pardon conviction suspend record nan nan nan nan nan nan,-0.8,0,0,0,0,0,0,-0.346153846,-0.482307692,Negative
2022,Public Service,Q66n,Question 66n. Please indicate the type of discrimination you experienced. Other,twenty one percent voted for ,"Yes, I experienced discrimination based on Other.",seventy nine percent voted for ,"No, I did not experience discrimination based on Other.",,,,,,,,,,,"Q66n Question 66n. Please indicate the type of discrimination you experienced. Other twenty one percent voted for  Yes, I experienced discrimination based on Other. seventy nine percent voted for  No, I did not experience discrimination based on Other. nan nan nan nan nan nan",q66n question 66n please indicate type discrimination experience twenty one percent vote yes experience discrimination base seventy nine percent vote experience discrimination base nan nan nan nan nan nan,-0.8,21,0,0,0,0,42,-0.023076923,-0.256153846,Negative
2022,Health Canada,Q66n,Question 66n. Please indicate the type of discrimination you experienced. Other,twenty three percent voted for ,"Yes, I experienced discrimination based on Other.",seventy seven percent voted for ,"No, I did not experience discrimination based on Other.",,,,,,,,,,,"Q66n Question 66n. Please indicate the type of discrimination you experienced. Other twenty three percent voted for  Yes, I experienced discrimination based on Other. seventy seven percent voted for  No, I did not experience discrimination based on Other. nan nan nan nan nan nan",q66n question 66n please indicate type discrimination experience twenty three percent vote yes experience discrimination base seventy seven percent vote experience discrimination base nan nan nan nan nan nan,-0.8,23,0,0,0,0,46,0.007692308,-0.234615385,Negative
2020,Public Service,Q66n,Question 66n. Please indicate the type of discrimination you experienced. Other,eighteen percent voted for ,"Yes, I experienced discrimination based on Other.",eighty two percent voted for ,"No, I did not experience discrimination based on Other.",,,,,,,,,,,"Q66n Question 66n. Please indicate the type of discrimination you experienced. Other eighteen percent voted for  Yes, I experienced discrimination based on Other. eighty two percent voted for  No, I did not experience discrimination based on Other. nan nan nan nan nan nan",q66n question 66n please indicate type discrimination experience eighteen percent vote yes experience discrimination base eighty two percent vote experience discrimination base nan nan nan nan nan nan,-0.8,18,0,0,0,0,36,-0.069230769,-0.288461538,Negative
2020,Health Canada,Q66n,Question 66n. Please indicate the type of discrimination you experienced. Other,sixteen percent voted for ,"Yes, I experienced discrimination based on Other.",eighty four percent voted for ,"No, I did not experience discrimination based on Other.",,,,,,,,,,,"Q66n Question 66n. Please indicate the type of discrimination you experienced. Other sixteen percent voted for  Yes, I experienced discrimination based on Other. eighty four percent voted for  No, I did not experience discrimination based on Other. nan nan nan nan nan nan",q66n question 66n please indicate type discrimination experience sixteen percent vote yes experience discrimination base eighty four percent vote experience discrimination base nan nan nan nan nan nan,-0.8,16,0,0,0,0,32,-0.1,-0.31,Negative
2019,Public Service,Q66n,Question 66n. Please indicate the type of discrimination you experienced. Other,eighteen percent voted for ,"Yes, I experienced discrimination based on Other.",eighty two percent voted for ,"No, I did not experience discrimination based on Other.",,,,,,,,,,,"Q66n Question 66n. Please indicate the type of discrimination you experienced. Other eighteen percent voted for  Yes, I experienced discrimination based on Other. eighty two percent voted for  No, I did not experience discrimination based on Other. nan nan nan nan nan nan",q66n question 66n please indicate type discrimination experience eighteen percent vote yes experience discrimination base eighty two percent vote experience discrimination base nan nan nan nan nan nan,-0.8,18,0,0,0,0,36,-0.069230769,-0.288461538,Negative
2019,Health Canada,Q66n,Question 66n. Please indicate the type of discrimination you experienced. Other,nineteen percent voted for ,"Yes, I experienced discrimination based on Other.",eighty one percent voted for ,"No, I did not experience discrimination based on Other.",,,,,,,,,,,"Q66n Question 66n. Please indicate the type of discrimination you experienced. Other nineteen percent voted for  Yes, I experienced discrimination based on Other. eighty one percent voted for  No, I did not experience discrimination based on Other. nan nan nan nan nan nan",q66n question 66n please indicate type discrimination experience nineteen percent vote yes experience discrimination base eighty one percent vote experience discrimination base nan nan nan nan nan nan,-0.8,19,0,0,0,0,38,-0.053846154,-0.277692308,Negative
2018,Public Service,Q66n,Question 66n. Please indicate the type of discrimination you experienced. Other,nineteen percent voted for ,"Yes, I experienced discrimination based on Other.",eighty one percent voted for ,"No, I did not experience discrimination based on Other.",,,,,,,,,,,"Q66n Question 66n. Please indicate the type of discrimination you experienced. Other nineteen percent voted for  Yes, I experienced discrimination based on Other. eighty one percent voted for  No, I did not experience discrimination based on Other. nan nan nan nan nan nan",q66n question 66n please indicate type discrimination experience nineteen percent vote yes experience discrimination base eighty one percent vote experience discrimination base nan nan nan nan nan nan,-0.8,19,0,0,0,0,38,-0.053846154,-0.277692308,Negative
2018,Health Canada,Q66n,Question 66n. Please indicate the type of discrimination you experienced. Other,twenty three percent voted for ,"Yes, I experienced discrimination based on Other.",seventy seven percent voted for ,"No, I did not experience discrimination based on Other.",,,,,,,,,,,"Q66n Question 66n. Please indicate the type of discrimination you experienced. Other twenty three percent voted for  Yes, I experienced discrimination based on Other. seventy seven percent voted for  No, I did not experience discrimination based on Other. nan nan nan nan nan nan",q66n question 66n please indicate type discrimination experience twenty three percent vote yes experience discrimination base seventy seven percent vote experience discrimination base nan nan nan nan nan nan,-0.8,23,0,0,0,0,46,0.007692308,-0.234615385,Negative
2022,Public Service,Q67a,Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,thirty one percent voted for ,"Yes, I took this action: I discussed the matter with my supervisor or a senior manager.",sixty nine percent voted for ,"No, I did not take this action: I discussed the matter with my supervisor or a senior manager..",,,,,,,,,,,"Q67a Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager. thirty one percent voted for  Yes, I took this action: I discussed the matter with my supervisor or a senior manager. sixty nine percent voted for  No, I did not take this action: I discussed the matter with my supervisor or a senior manager.. nan nan nan nan nan nan",q67a question 67a action take address discrimination experience discuss matter supervisor senior manager thirty one percent vote yes take action discuss matter supervisor senior manager sixty nine percent vote take action discuss matter supervisor senior manager .. nan nan nan nan nan nan,0.1,31,0,0,0,0,62,0.130769231,0.121538462,Positive
2022,Health Canada,Q67a,Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,twenty seven percent voted for ,"Yes, I took this action: I discussed the matter with my supervisor or a senior manager.",seventy three percent voted for ,"No, I did not take this action: I discussed the matter with my supervisor or a senior manager..",,,,,,,,,,,"Q67a Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager. twenty seven percent voted for  Yes, I took this action: I discussed the matter with my supervisor or a senior manager. seventy three percent voted for  No, I did not take this action: I discussed the matter with my supervisor or a senior manager.. nan nan nan nan nan nan",q67a question 67a action take address discrimination experience discuss matter supervisor senior manager twenty seven percent vote yes take action discuss matter supervisor senior manager seventy three percent vote take action discuss matter supervisor senior manager .. nan nan nan nan nan nan,0.1,27,0,0,0,0,54,0.069230769,0.078461538,Neutral
2020,Public Service,Q67a,Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,thirty percent voted for ,"Yes, I took this action: I discussed the matter with my supervisor or a senior manager.",seventy percent voted for ,"No, I did not take this action: I discussed the matter with my supervisor or a senior manager..",,,,,,,,,,,"Q67a Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager. thirty percent voted for  Yes, I took this action: I discussed the matter with my supervisor or a senior manager. seventy percent voted for  No, I did not take this action: I discussed the matter with my supervisor or a senior manager.. nan nan nan nan nan nan",q67a question 67a action take address discrimination experience discuss matter supervisor senior manager thirty percent vote yes take action discuss matter supervisor senior manager seventy percent vote take action discuss matter supervisor senior manager .. nan nan nan nan nan nan,0.1,30,0,0,0,0,60,0.115384615,0.110769231,Positive
2020,Health Canada,Q67a,Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,thirty one percent voted for ,"Yes, I took this action: I discussed the matter with my supervisor or a senior manager.",sixty nine percent voted for ,"No, I did not take this action: I discussed the matter with my supervisor or a senior manager..",,,,,,,,,,,"Q67a Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager. thirty one percent voted for  Yes, I took this action: I discussed the matter with my supervisor or a senior manager. sixty nine percent voted for  No, I did not take this action: I discussed the matter with my supervisor or a senior manager.. nan nan nan nan nan nan",q67a question 67a action take address discrimination experience discuss matter supervisor senior manager thirty one percent vote yes take action discuss matter supervisor senior manager sixty nine percent vote take action discuss matter supervisor senior manager .. nan nan nan nan nan nan,0.1,31,0,0,0,0,62,0.130769231,0.121538462,Positive
2019,Public Service,Q67a,Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,twenty nine percent voted for ,"Yes, I took this action: I discussed the matter with my supervisor or a senior manager.",seventy one percent voted for ,"No, I did not take this action: I discussed the matter with my supervisor or a senior manager..",,,,,,,,,,,"Q67a Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager. twenty nine percent voted for  Yes, I took this action: I discussed the matter with my supervisor or a senior manager. seventy one percent voted for  No, I did not take this action: I discussed the matter with my supervisor or a senior manager.. nan nan nan nan nan nan",q67a question 67a action take address discrimination experience discuss matter supervisor senior manager twenty nine percent vote yes take action discuss matter supervisor senior manager seventy one percent vote take action discuss matter supervisor senior manager .. nan nan nan nan nan nan,0.1,29,0,0,0,0,58,0.1,0.1,Positive
2019,Health Canada,Q67a,Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,twenty seven percent voted for ,"Yes, I took this action: I discussed the matter with my supervisor or a senior manager.",seventy three percent voted for ,"No, I did not take this action: I discussed the matter with my supervisor or a senior manager..",,,,,,,,,,,"Q67a Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager. twenty seven percent voted for  Yes, I took this action: I discussed the matter with my supervisor or a senior manager. seventy three percent voted for  No, I did not take this action: I discussed the matter with my supervisor or a senior manager.. nan nan nan nan nan nan",q67a question 67a action take address discrimination experience discuss matter supervisor senior manager twenty seven percent vote yes take action discuss matter supervisor senior manager seventy three percent vote take action discuss matter supervisor senior manager .. nan nan nan nan nan nan,0.1,27,0,0,0,0,54,0.069230769,0.078461538,Neutral
2018,Public Service,Q67a,Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,twenty nine percent voted for ,"Yes, I took this action: I discussed the matter with my supervisor or a senior manager.",seventy one percent voted for ,"No, I did not take this action: I discussed the matter with my supervisor or a senior manager..",,,,,,,,,,,"Q67a Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager. twenty nine percent voted for  Yes, I took this action: I discussed the matter with my supervisor or a senior manager. seventy one percent voted for  No, I did not take this action: I discussed the matter with my supervisor or a senior manager.. nan nan nan nan nan nan",q67a question 67a action take address discrimination experience discuss matter supervisor senior manager twenty nine percent vote yes take action discuss matter supervisor senior manager seventy one percent vote take action discuss matter supervisor senior manager .. nan nan nan nan nan nan,0.1,29,0,0,0,0,58,0.1,0.1,Positive
2018,Health Canada,Q67a,Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,twenty seven percent voted for ,"Yes, I took this action: I discussed the matter with my supervisor or a senior manager.",seventy three percent voted for ,"No, I did not take this action: I discussed the matter with my supervisor or a senior manager..",,,,,,,,,,,"Q67a Question 67a. What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager. twenty seven percent voted for  Yes, I took this action: I discussed the matter with my supervisor or a senior manager. seventy three percent voted for  No, I did not take this action: I discussed the matter with my supervisor or a senior manager.. nan nan nan nan nan nan",q67a question 67a action take address discrimination experience discuss matter supervisor senior manager twenty seven percent vote yes take action discuss matter supervisor senior manager seventy three percent vote take action discuss matter supervisor senior manager .. nan nan nan nan nan nan,0.1,27,0,0,0,0,54,0.069230769,0.078461538,Neutral
2022,Public Service,Q67b,Question 67b. What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination.,twelve percent voted for ,"Yes, I took this action: I discussed the matter with the person(s) from whom I experienced the discrimination.",eighty eight percent voted for ,"No, I did not take this action: I discussed the matter with the person(s) from whom I experienced the discrimination..",,,,,,,,,,,"Q67b Question 67b. What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination. twelve percent voted for  Yes, I took this action: I discussed the matter with the person(s) from whom I experienced the discrimination. eighty eight percent voted for  No, I did not take this action: I discussed the matter with the person(s) from whom I experienced the discrimination.. nan nan nan nan nan nan",q67b question 67b action take address discrimination experience discuss matter person experience discrimination twelve percent vote yes take action discuss matter person experience discrimination eighty eight percent vote take action discuss matter person experience discrimination .. nan nan nan nan nan nan,0.1,12,0,0,0,0,24,-0.161538462,-0.083076923,Neutral
2022,Health Canada,Q67b,Question 67b. What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination.,eight percent voted for ,"Yes, I took this action: I discussed the matter with the person(s) from whom I experienced the discrimination.",ninety two percent voted for ,"No, I did not take this action: I discussed the matter with the person(s) from whom I experienced the discrimination..",,,,,,,,,,,"Q67b Question 67b. What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination. eight percent voted for  Yes, I took this action: I discussed the matter with the person(s) from whom I experienced the discrimination. ninety two percent voted for  No, I did not take this action: I discussed the matter with the person(s) from whom I experienced the discrimination.. nan nan nan nan nan nan",q67b question 67b action take address discrimination experience discuss matter person experience discrimination eight percent vote yes take action discuss matter person experience discrimination ninety two percent vote take action discuss matter person experience discrimination .. nan nan nan nan nan nan,0.1,8,0,0,0,0,16,-0.223076923,-0.126153846,Negative
2020,Public Service,Q67b,Question 67b. What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination.,fourteen percent voted for ,"Yes, I took this action: I discussed the matter with the person(s) from whom I experienced the discrimination.",eighty six percent voted for ,"No, I did not take this action: I discussed the matter with the person(s) from whom I experienced the discrimination..",,,,,,,,,,,"Q67b Question 67b. What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination. fourteen percent voted for  Yes, I took this action: I discussed the matter with the person(s) from whom I experienced the discrimination. eighty six percent voted for  No, I did not take this action: I discussed the matter with the person(s) from whom I experienced the discrimination.. nan nan nan nan nan nan",q67b question 67b action take address discrimination experience discuss matter person experience discrimination fourteen percent vote yes take action discuss matter person experience discrimination eighty six percent vote take action discuss matter person experience discrimination .. nan nan nan nan nan nan,0.1,14,0,0,0,0,28,-0.130769231,-0.061538462,Neutral
2020,Health Canada,Q67b,Question 67b. What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination.,twelve percent voted for ,"Yes, I took this action: I discussed the matter with the person(s) from whom I experienced the discrimination.",eighty eight percent voted for ,"No, I did not take this action: I discussed the matter with the person(s) from whom I experienced the discrimination..",,,,,,,,,,,"Q67b Question 67b. What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination. twelve percent voted for  Yes, I took this action: I discussed the matter with the person(s) from whom I experienced the discrimination. eighty eight percent voted for  No, I did not take this action: I discussed the matter with the person(s) from whom I experienced the discrimination.. nan nan nan nan nan nan",q67b question 67b action take address discrimination experience discuss matter person experience discrimination twelve percent vote yes take action discuss matter person experience discrimination eighty eight percent vote take action discuss matter person experience discrimination .. nan nan nan nan nan nan,0.1,12,0,0,0,0,24,-0.161538462,-0.083076923,Neutral
